nplv,t вып-обр,t обработка,t под током,t продувка,ПСН гр.,чист расход C,чист расход Cr,чист расход Mn,чист расход Si,чист расход V,температура первая,температура последняя,Ar (интенс.),эл. энергия (интенс.),произв жидкая сталь,произв количество обработок,расход газ Ar,сыпуч известь РП,сыпуч кокс пыль УСТК,сыпуч  кокс. мелочь КМ1,сыпуч  шпат плав.,ферспл CaC2,ферспл  FeV-80,ферспл  Mn5Si65Al0.5,ферспл SiMn18,ферспл  фх850А,эл. энергия,химсталь первый Al_1,химсталь первый C_1,химсталь первый Cr_1,химсталь первый Cu_1,химсталь первый Mn_1,химсталь первый Mo_1,химсталь первый N_1,химсталь первый Ni_1,химсталь первый P_1,химсталь первый S_1,химсталь первый Si_1,химсталь первый Ti_1,химсталь первый V_1,химсталь последний Al,химсталь последний C,химсталь последний Ca,химсталь последний Cr,химсталь последний Cu,химсталь последний Mn,химсталь последний Mo,химсталь последний N,химсталь последний Ni,химсталь последний P,химсталь последний S,химсталь последний Si,химсталь последний Ti,химсталь последний V,химшлак первый Al2O3_1,химшлак первый CaO_1,химшлак первый FeO_1,химшлак первый MgO_1,химшлак первый MnO_1,химшлак первый R_1,химшлак первый SiO2_1,химшлак последний Al2O3,химшлак последний CaO,химшлак последний FeO,химшлак последний MgO,химшлак последний MnO,химшлак последний R,химшлак последний SiO2
г6838638<9=,25.0,41.1666667,14.35,41.1666667,,0.3998042,0.130872,0.153894,0.136683,0.0392783,1589.0,1578.0,12.577082,12434.8432056,116.2,1.0,16.738,0.087,0.05,0.386,0.05,0.02,0.049732,0.141,0.24,0.228,2974.0,0.002,0.436,0.307,0.096,0.649,0.01,0.009,0.068,0.008,0.021,0.444,0.002,0.003,0.003,0.761,0.0004,0.412,0.096,0.781,0.009,0.01,0.069,0.009,0.018,0.559,0.003,0.036,3.4,46.0,1.7,13.6,0.17,2.2,21.0,5.0,55.1,0.5,13.9,0.13,2.2,25.4
г6838638<9>,21.0,40.35,11.7833333,40.35,,0.3532457,0.116522,0.111455,0.123297,0.0391362,1594.0,1581.0,18.005948,12541.4427157,114.3,1.0,24.218,0.087,0.05,0.331,0.097,0.02,0.049552,0.139,0.173,0.203,2463.0,0.002,0.479,0.317,0.101,0.683,0.007,0.011,0.071,0.009,0.019,0.461,0.003,0.004,0.003,0.756,0.0001,0.422,0.096,0.782,0.006,0.014,0.067,0.009,0.014,0.562,0.003,0.038,3.7,52.8,0.9,20.6,0.46,2.2,24.1,5.0,52.6,0.5,13.2,0.13,2.2,23.9
г6838638<9?,20.0,41.1833333,23.2666667,41.1833333,2.7515723,0.3400129,0.094136,0.084936,0.148707,0.0387926,1534.0,1577.0,19.2150546,12795.9885387,114.5,1.0,26.378,0.139,0.05,0.307,0.066,0.02,0.049117,0.189,0.13,0.164,4962.0,0.002,0.502,0.337,0.11,0.71,0.007,0.009,0.081,0.008,0.02,0.457,0.003,0.004,0.003,0.772,0.0003,0.416,0.111,0.784,0.006,0.01,0.081,0.008,0.01,0.558,0.003,0.038,3.4,48.5,0.4,10.5,0.09,2.4,20.3,4.0,54.3,1.0,12.0,0.15,2.2,24.4
г6838638<:6,19.0,42.7,16.3166667,42.7,,0.2636006,0.119966,0.147819,0.117162,0.0384498,1576.0,1578.0,17.76,12377.5280899,111.7,1.0,24.642,0.149,0.05,0.255,0.072,0.02,0.048683,0.114,0.231,0.209,3366.0,0.002,0.564,0.317,0.102,0.658,0.008,0.008,0.075,0.007,0.018,0.471,0.002,0.003,0.003,0.773,0.0002,0.419,0.103,0.794,0.007,0.008,0.075,0.008,0.014,0.577,0.003,0.037,3.1,56.1,0.5,13.8,0.09,2.3,24.7,3.4,52.0,0.4,9.7,0.08,2.4,21.6
г6838638<:7,18.0,42.7166667,16.8666667,42.7166667,2.3195109,0.3321344,0.123984,0.171769,0.178671,0.0391646,1582.0,1594.0,20.1118221,12863.2411067,113.1000001,1.0,28.637,0.207,0.05,0.3379999999999999,0.049,0.02,0.049588,0.197,0.267,0.216,3616.0,0.001,0.515,0.315,0.099,0.634,0.006,0.009,0.069,0.007,0.019,0.415,0.002,0.003,0.003,0.751,0.0002,0.414,0.098,0.787,0.006,0.009,0.069,0.007,0.013,0.566,0.003,0.038,3.0,50.2,2.2,17.7,0.25,2.0,25.4,4.9,54.2,0.6,14.2,0.14,2.1,26.0
г6838638<:8,24.0,46.2166667,20.5,46.2166667,3.4112236,0.3697762,0.139482,0.189017,0.161169,0.0396503,1566.0,1578.0,16.0844403,13080.0,115.0,1.0,24.149,0.207,0.05,0.381,0.02,0.02,0.050203,0.163,0.295,0.243,4469.0,0.001,0.515,0.304,0.1,0.629,0.007,0.009,0.074,0.007,0.019,0.42,0.002,0.003,0.002,0.763,0.0002,0.417,0.101,0.796,0.006,0.01,0.075,0.008,0.016,0.554,0.003,0.038,3.6,49.3,0.5,19.9,0.13,1.9,25.9,5.0,54.3,0.6,13.9,0.13,2.1,25.4
г6838638<:9,7.0,47.7166667,19.8333333,47.7166667,2.5307751,0.376123,0.16933,0.228411,0.238932,0.039193,1587.0,1568.0,15.0992619,12618.1512605,114.6,1.0,23.299,0.32,0.05,0.382,,0.02,0.049624,0.264,0.355,0.295,4171.0,0.001,0.501,0.277,0.099,0.577,0.006,0.011,0.066,0.007,0.02,0.363,0.001,0.003,0.002,0.756,0.0003,0.413,0.099,0.774,0.005,0.012,0.066,0.008,0.016,0.552,0.002,0.037,2.7,45.6,1.5,15.0,0.61,1.8,25.1,5.0,55.0,0.5,14.3,0.16,2.2,25.5
г6838638<::,8.0,41.0333333,19.6833333,41.0333333,2.5876068,0.357675,0.15785,0.20892,0.180009,0.0396503,1570.0,1565.0,12.9596984,12790.5165114,117.2,1.0,17.186,0.19,0.05,0.362,,0.02,0.050203,0.183,0.326,0.275,4196.0,0.002,0.524,0.287,0.099,0.608,0.006,0.007,0.065,0.007,0.021,0.423,0.002,0.003,0.002,0.759,0.0004,0.412,0.097,0.784,0.005,0.01,0.066,0.007,0.016,0.561,0.003,0.037,3.4,47.8,0.4,12.6,0.12,2.1,23.2,4.1,54.3,0.5,13.8,0.14,2.1,26.5
г6838638<:;,8.0,44.6833333,19.6833333,44.6833333,3.0552721,0.2745552,0.102172,0.115085,0.116421,0.0385928,1570.0,1565.0,9.9378595,13241.6596105,111.1,1.0,14.109,0.094,0.05,0.273,0.053,0.02,0.048864,0.127,0.179,0.178,4344.0,0.002,0.555,0.328,0.103,0.68,0.008,0.009,0.069,0.009,0.021,0.454,0.002,0.004,0.003,0.757,0.0003,0.412,0.103,0.783,0.007,0.01,0.07,0.009,0.016,0.544,0.003,0.038,3.3,55.6,0.6,14.5,0.11,2.4,22.9,3.3,56.1,0.8,13.4,0.17,2.2,26.0
г6838638<:<,9.0,43.3333333,21.5166667,43.3333333,3.3708313,0.2742196,0.111356,0.140065,0.142033,0.039886,1557.0,1573.0,14.1689764,13184.1982959,114.4,1.0,19.994,0.174,0.05,0.27,0.054,0.02,0.050528,0.156,0.217,0.194,4728.0,0.002,0.55,0.322,0.099,0.663,0.007,0.007,0.071,0.008,0.019,0.441,0.002,0.004,0.003,0.754,0.0002,0.414,0.098,0.791,0.006,0.011,0.072,0.008,0.014,0.557,0.003,0.038,2.9,56.5,0.4,14.0,0.12,2.2,26.1,3.2,57.2,0.6,13.0,0.15,2.2,26.2
г6838638<:=,10.0,44.0333333,21.35,44.0333333,,0.3575482,0.156702,0.213006,0.187355,0.0402797,1567.0,1567.0,15.3558193,13126.9320843,117.4,1.0,22.283,0.172,0.05,0.362,0.031,0.02,0.051071,0.197,0.328,0.273,4671.0,0.002,0.524,0.29,0.092,0.613,0.006,0.01,0.069,0.006,0.021,0.425,0.003,0.003,0.003,0.765,0.0003,0.417,0.094,0.791,0.005,0.01,0.069,0.007,0.015,0.562,0.003,0.037,3.6,51.2,0.5,18.9,0.14,2.0,25.7,3.4,55.5,0.6,13.6,0.16,2.2,25.6
г6838638<:>,10.0,42.8666667,20.8166667,42.8666667,,0.3157,0.1148,0.157421,0.180923,0.0396519,1568.0,1580.0,20.854417,13140.4323459,114.8,1.0,29.509,,0.05,0.32,0.028,0.02,0.050275,0.21,0.241,0.2,4559.0,0.002,0.525,0.32,0.102,0.649,0.008,0.008,0.075,0.007,0.019,0.398,0.002,0.004,0.003,0.76,0.0003,0.414,0.1,0.791,0.007,0.011,0.075,0.008,0.015,0.561,0.003,0.039,3.2,45.9,0.5,17.3,0.18,2.0,23.0,3.3,56.2,0.6,13.1,0.14,2.2,25.8
г6838638<:?,6.0,44.3833333,17.3833333,44.3833333,2.1557377,0.3380608,0.121688,0.166714,0.168269,0.0391101,1629.0,1606.0,8.9172258,12415.3403643,113.7,1.0,13.143,0.149,0.05,0.346,0.058,0.02,0.049588,0.187,0.256,0.212,3597.0,0.002,0.514,0.311,0.107,0.641,0.007,0.008,0.072,0.009,0.018,0.419,0.002,0.004,0.003,0.749,0.0002,0.415,0.107,0.789,0.007,0.009,0.072,0.01,0.017,0.563,0.003,0.038,4.0,49.7,1.5,22.4,0.25,2.1,23.2,3.2,54.5,0.6,13.0,0.15,2.2,25.3
г6838638<;6,3.0,40.2,22.3666667,40.2,4.0198675,0.375092,0.13202,0.188925,0.163716,0.0393948,1598.0,1626.0,12.0607334,13879.5827124,115.5,1.0,15.622,0.162,0.05,0.389,0.026,0.02,0.049949,0.171,0.291,0.23,5174.0,0.002,0.505,0.308,0.096,0.618,0.008,0.008,0.068,0.007,0.019,0.415,0.002,0.003,0.003,0.746,0.0003,0.419,0.098,0.793,0.007,0.01,0.069,0.008,0.012,0.563,0.003,0.038,3.7,55.9,0.8,13.8,0.11,2.2,25.3,3.5,55.3,0.5,14.6,0.16,2.2,25.6
г6838638<;7,7.0,40.7166667,25.7,40.7166667,4.1008403,0.3325124,0.106764,0.162731,0.190926,0.0388245,1538.0,1590.0,11.3268113,13930.7392996,112.2,1.0,15.373,0.168,0.05,0.342,0.03,0.02,0.049226,0.223,0.249,0.186,5967.0,0.002,0.512,0.323,0.098,0.637,0.008,0.008,0.074,0.007,0.02,0.395,0.002,0.005,0.002,0.749,0.0003,0.414,0.098,0.795,0.007,0.009,0.075,0.009,0.015,0.541,0.003,0.04,3.3,49.8,0.5,15.8,0.28,2.0,24.5,3.6,55.7,0.5,13.7,0.13,2.2,25.5
г6838638<;8,6.0,43.35,27.05,43.35,3.4018969,0.302623,0.14063,0.162462,0.148004,0.0400794,1547.0,1591.0,12.4883097,13288.7245841,117.5,1.0,17.834,0.146,0.05,0.299,0.057,0.02,0.050817,0.158,0.25,0.245,5991.0,0.002,0.549,0.305,0.079,0.657,0.006,0.007,0.06,0.01,0.019,0.44,0.003,0.004,0.003,0.756,0.0002,0.419,0.08,0.795,0.005,0.008,0.061,0.01,0.015,0.56,0.003,0.038,3.4,55.0,0.5,13.5,0.11,2.3,24.4,4.1,57.9,0.7,9.3,0.1,2.3,24.9
г6838638<;9,10.0,42.1833333,14.8333333,42.1833333,3.7272727,0.3321388,0.133168,0.157323,0.176282,0.0393664,1615.0,1594.0,17.192483,13530.3370787,114.1,1.0,23.888,0.218,0.05,0.337,0.029,0.02,0.049913,0.203,0.241,0.232,3345.0,0.002,0.529,0.305,0.098,0.652,0.007,0.008,0.068,0.01,0.017,0.411,0.002,0.004,0.003,0.759,0.0003,0.416,0.099,0.793,0.006,0.009,0.069,0.01,0.013,0.555,0.003,0.038,3.8,50.8,0.6,19.2,0.25,2.0,26.0,3.9,53.8,0.2,15.8,0.08,2.1,26.8
г6838638<;:,4.0,43.8333333,19.1,43.8333333,,0.2831026,0.137186,0.175587,0.135725,0.0391668,1578.0,1574.0,12.5127692,12910.9947644,114.3,1.0,18.074,0.13,0.05,0.275,0.056,0.02,0.04966,0.134,0.271,0.239,4110.0,0.002,0.539,0.302,0.092,0.636,0.007,0.008,0.081,0.009,0.02,0.441,0.002,0.004,0.003,0.77,0.0002,0.42,0.092,0.795,0.006,0.008,0.082,0.01,0.014,0.56,0.003,0.038,3.4,53.4,0.7,15.6,0.11,2.3,23.6,3.3,53.2,0.6,14.3,0.1,2.0,27.0
г6838638<;;,11.0,44.3333333,15.9666667,44.3333333,3.0,0.3221514,0.126854,0.203892,0.178303,0.0395091,1591.0,1589.0,13.0956117,13283.9248434,116.5,1.0,18.734,0.17,0.05,0.324,0.063,0.02,0.050094,0.187,0.314,0.221,3535.0,0.002,0.514,0.312,0.11,0.615,0.006,0.009,0.073,0.008,0.019,0.417,0.002,0.004,0.003,0.755,0.0002,0.411,0.108,0.784,0.005,0.01,0.073,0.009,0.012,0.554,0.003,0.037,3.5,48.1,0.7,14.1,0.17,2.0,23.7,4.7,56.3,0.5,12.1,0.13,2.2,25.5
г6838638<;<,7.0,43.2,23.7,43.2,2.6083333,0.2984878,0.124558,0.157113,0.166337,0.0380256,1542.0,1576.0,12.2588796,12653.164557,112.2,1.0,17.142,0.202,0.05,0.297,0.086,0.02,0.048213,0.188,0.241,0.217,4998.0,0.002,0.541,0.311,0.107,0.641,0.008,0.008,0.078,0.008,0.021,0.425,0.002,0.003,0.003,0.763,0.0005,0.417,0.108,0.789,0.008,0.009,0.078,0.009,0.014,0.571,0.003,0.038,2.8,53.5,0.5,14.4,0.22,2.0,26.9,3.5,54.4,0.6,13.0,0.12,2.0,27.5
г6838638<;=,6.0,44.5333333,18.1166667,44.5333333,1.5406488,0.3434224,0.135464,0.171372,0.207761,0.0399942,1595.0,1576.0,20.3965338,11988.9604416,116.8,1.0,29.422,0.279,0.05,0.35,0.045,0.02,0.050709,0.245,0.262,0.236,3620.0,0.002,0.49,0.307,0.116,0.634,0.007,0.007,0.069,0.009,0.022,0.403,0.002,0.004,0.003,0.753,0.0003,0.415,0.115,0.785,0.006,0.009,0.069,0.01,0.008,0.567,0.003,0.038,3.9,48.7,1.7,15.8,0.26,2.0,24.4,4.4,49.5,0.5,15.5,0.12,2.1,24.0
г6838638<;>,7.0,42.5,13.6833333,42.5,3.0,0.3227566,0.142926,0.174308,0.165704,0.0388813,1600.0,1577.0,22.598664,12909.135201,114.4,1.0,31.952,0.224,0.05,0.323,0.036,0.02,0.049298,0.18,0.268,0.249,2944.0,0.002,0.515,0.297,0.111,0.632,0.006,0.009,0.077,0.009,0.02,0.434,0.002,0.004,0.003,0.763,0.0003,0.417,0.112,0.79,0.005,0.009,0.078,0.01,0.015,0.566,0.003,0.038,3.4,47.4,0.3,15.3,0.19,2.0,23.3,3.9,50.4,0.6,20.1,0.13,2.0,25.2
г6838638<;?,4.0,42.1833333,19.1,42.1833333,2.0,0.237682,0.10332,0.124324,0.152873,0.0391384,1567.0,1579.0,16.5555907,13008.3769634,115.7,1.0,23.279,0.148,0.05,0.227,0.072,0.02,0.049624,0.181,0.19,0.18,4141.0,0.002,0.55,0.332,0.112,0.674,0.006,0.008,0.074,0.01,0.024,0.432,0.003,0.004,0.003,0.768,0.0005,0.421,0.11,0.799,0.005,0.009,0.074,0.01,0.019,0.579,0.003,0.038,3.1,47.1,0.7,21.4,0.17,2.1,22.0,3.2,53.8,0.5,11.8,0.13,2.3,23.7
г6838638<<6,6.0,42.0,13.55,42.0,2.4838509,0.2811608,0.121688,0.108285,0.147885,0.0390241,1596.0,1579.0,18.5607678,12712.9151292,115.3,1.0,25.784,0.086,0.05,0.278,0.087,0.02,0.049479,0.18,0.165,0.212,2871.0,0.002,0.542,0.317,0.101,0.692,0.006,0.007,0.069,0.011,0.022,0.446,0.002,0.005,0.003,0.757,0.0002,0.417,0.1,0.788,0.005,0.008,0.069,0.011,0.016,0.57,0.003,0.038,3.6,52.7,0.8,18.3,0.26,2.1,25.3,3.8,48.7,0.4,15.5,0.11,2.1,22.9
г6838638<<7,5.0,41.8666667,18.1833333,41.8666667,2.4050857,0.2789626,0.137186,0.147288,0.153797,0.0389389,1572.0,1577.0,14.0989144,12958.020165,113.6,1.0,19.48,0.166,0.05,0.271,0.09,0.02,0.049371,0.173,0.226,0.239,3927.0,0.002,0.554,0.306,0.115,0.664,0.007,0.009,0.069,0.007,0.019,0.449,0.002,0.003,0.003,0.762,0.0002,0.418,0.115,0.797,0.006,0.01,0.07,0.008,0.012,0.57,0.003,0.038,3.2,52.1,0.6,21.5,0.24,2.1,24.6,3.7,52.8,0.5,14.4,0.11,2.0,27.6
г6838638<<8,7.0,46.0166667,21.8,46.0166667,3.0,0.301543,0.11193,0.132198,0.163568,0.0397087,1565.0,1582.0,18.408113,11507.3394495,117.0,1.0,28.236,0.171,0.05,0.304,0.055,0.02,0.050347,0.194,0.202,0.195,4181.0,0.002,0.508,0.32,0.119,0.661,0.008,0.01,0.075,0.01,0.024,0.412,0.002,0.003,0.003,0.767,0.0002,0.414,0.117,0.787,0.006,0.012,0.072,0.01,0.017,0.561,0.003,0.038,5.7,47.4,0.6,20.0,0.38,2.0,24.0,5.3,48.3,0.7,15.1,0.14,2.2,21.8
г6838638<<9,10.0,46.5166667,22.6666667,46.5166667,3.0,0.269474,0.09184,0.106502,0.153996,0.0390817,1558.0,1576.0,13.3948567,13245.8823529,114.5,1.0,20.256,0.138,0.05,0.269,0.08,0.02,0.049552,0.19,0.162,0.16,5004.0,0.002,0.54,0.343,0.114,0.69,0.016,0.011,0.078,0.01,0.021,0.434,0.002,0.004,0.003,0.761,0.0002,0.42,0.114,0.789,0.015,0.012,0.078,0.01,0.011,0.565,0.003,0.039,3.3,46.7,0.8,14.2,0.26,2.1,22.0,3.2,52.6,0.4,17.9,0.13,2.2,24.2
г6838638<<:,13.0,45.2166667,17.7,45.2166667,,0.3013366,0.114226,0.115101,0.168842,0.0392528,1577.0,1576.0,11.083854,12898.3050847,116.4,1.0,16.361,0.086,0.05,0.304,0.049,0.02,0.049769,0.209,0.175,0.199,3805.0,0.002,0.541,0.326,0.129,0.684,0.008,0.011,0.07,0.009,0.023,0.425,0.002,0.005,0.003,0.761,0.0003,0.417,0.126,0.786,0.007,0.012,0.07,0.01,0.016,0.565,0.003,0.038,3.2,53.2,0.2,14.8,0.3,2.0,27.0,3.7,53.3,0.5,12.1,0.11,2.0,26.4
г6838638<<;,12.0,49.4,21.65,49.4,,0.282155,0.12915,0.131039,0.138864,0.0391101,1553.0,1566.0,11.6785047,13416.1662818,115.5,1.0,18.744,0.087,0.05,0.277,0.048,0.02,0.049588,0.157,0.201,0.225,4841.0,0.002,0.549,0.311,0.108,0.669,0.006,0.01,0.065,0.008,0.021,0.443,0.002,0.003,0.003,0.761,0.0001,0.416,0.107,0.786,0.005,0.014,0.065,0.008,0.015,0.567,0.003,0.037,3.5,51.1,0.7,18.1,0.15,2.1,24.9,3.4,55.8,0.9,13.2,0.12,2.2,26.0
г6838638<<<,16.0,41.0333333,17.3166667,41.0333333,3.0,0.3542498,0.141778,0.151305,0.193116,0.0389389,1584.0,1578.0,14.1448416,13138.7872955,114.6,1.0,19.347,0.237,0.05,0.363,0.049,0.02,0.049371,0.231,0.231,0.247,3792.0,0.002,0.503,0.303,0.138,0.657,0.007,0.012,0.076,0.008,0.022,0.403,0.002,0.003,0.003,0.757,0.0005,0.418,0.139,0.791,0.007,0.013,0.077,0.009,0.014,0.559,0.003,0.037,3.3,50.5,1.2,21.3,0.28,2.0,25.4,3.4,54.9,0.8,14.9,0.1,2.1,26.5
г6838638<<=,20.0,43.8833333,21.65,43.8833333,2.9247428,0.2874508,0.121688,0.128254,0.157889,0.0391101,1551.0,1572.0,15.161419,13019.8614319,116.0,1.0,21.963,0.078,0.05,0.285,0.075,0.02,0.049588,0.187,0.196,0.212,4698.0,0.002,0.498,0.312,0.106,0.671,0.007,0.011,0.072,0.007,0.02,0.414,0.002,0.003,0.004,0.765,0.0004,0.419,0.108,0.805,0.006,0.012,0.073,0.009,0.01,0.577,0.003,0.04,4.2,47.6,0.6,14.6,0.25,2.2,21.6,3.7,54.9,0.4,12.9,0.11,2.0,27.1
г6838638<<>,22.0,41.35,17.6333333,41.35,2.0,0.2783828,0.110208,0.098502,0.137334,0.0389389,1568.0,1571.0,11.8591663,13239.6975425,115.0,1.0,16.28,0.0849999999999999,0.05,0.277,0.049,0.02,0.049371,0.1679999999999999,0.15,0.192,3891.0,0.002,0.557,0.327,0.106,0.702,0.007,0.011,0.069,0.01,0.019,0.447,0.002,0.004,0.003,0.744,0.0003,0.418,0.106,0.793,0.007,0.011,0.071,0.01,0.013,0.564,0.003,0.037,3.2,49.5,0.4,14.9,0.22,2.2,22.6,3.1,53.1,0.5,17.5,0.22,2.1,24.7
г6838638<<?,15.0,52.5333333,19.8333333,52.5333333,3.0175605,0.5035066,0.142926,0.126261,0.154055,0.0387962,1567.0,1569.0,15.2222626,13280.6722689,112.9,1.0,25.603,,0.05,0.548,0.04,0.02,0.04919,0.182,0.193,0.249,4390.0,0.002,0.389,0.298,0.087,0.677,0.007,0.01,0.064,0.008,0.019,0.435,0.002,0.004,0.003,0.769,0.0004,0.418,0.085,0.793,0.006,0.012,0.065,0.009,0.013,0.584,0.003,0.038,3.3,50.1,0.6,16.3,0.32,2.1,24.1,3.8,49.2,0.5,17.8,0.12,2.1,24.6
г6838638<=7,18.0,54.9833333,31.7166667,54.9833333,4.0763013,0.2900788,0.161868,0.206859,0.167897,0.0393948,1516.0,1597.0,14.0267651,14150.2890173,113.9,1.0,25.33,0.221,0.05,0.278,,0.02,0.049949,0.17,0.319,0.282,7480.0,0.002,0.535,0.282,0.107,0.598,0.005,0.011,0.066,0.005,0.024,0.432,0.002,0.002,0.003,0.743,0.0001,0.418,0.107,0.785,0.005,0.012,0.066,0.006,0.013,0.559,0.003,0.036,3.8,45.1,1.0,19.4,0.48,1.8,24.5,3.8,53.5,0.4,12.6,0.15,2.1,26.1
г6838638<=8,24.0,51.85,30.1,51.85,3.226258,0.3444524,0.164164,0.225672,0.183522,0.0402221,1546.0,1585.0,12.6781099,13287.7076412,115.6,1.0,21.912,0.165,0.05,0.344,,0.02,0.050998,0.186,0.348,0.286,6666.0,0.001,0.477,0.281,0.12,0.581,0.007,0.011,0.064,0.007,0.027,0.401,0.002,0.002,0.003,0.761,0.0003,0.412,0.118,0.781,0.008,0.011,0.067,0.008,0.018,0.57,0.003,0.038,4.1,49.7,1.0,17.4,0.2,2.0,24.9,5.2,52.9,0.5,14.0,0.1,2.2,24.5
г6838638<=9,29.0,47.4333333,31.6333333,47.4333333,3.5609244,0.3667064,0.112504,0.192673,0.160113,0.0395091,1538.0,1590.0,7.353091,10253.7407798,114.8,1.0,10.903,0.168,0.05,0.382,0.037,0.02,0.050094,0.164,0.297,0.196,5406.0,0.002,0.504,0.324,0.116,0.626,0.009,0.009,0.073,0.007,0.023,0.429,0.002,0.003,0.003,0.756,0.0005,0.418,0.116,0.798,0.008,0.011,0.073,0.008,0.017,0.563,0.003,0.038,3.3,53.1,0.9,15.8,0.15,2.2,24.1,3.8,57.0,0.8,12.4,0.12,2.2,25.8
г6838638<=:,37.0,43.7166667,18.8333333,43.7166667,3.5370872,0.3525236,0.132594,0.216225,0.188883,0.040536,1580.0,1585.0,13.5444202,13087.4336283,115.5,1.0,18.981,0.275,0.05,0.357,0.03,0.02,0.051396,0.198,0.333,0.231,4108.0,0.001,0.528,0.307,0.11,0.604,0.008,0.01,0.074,0.008,0.023,0.4,0.001,0.002,0.002,0.761,0.0004,0.414,0.106,0.787,0.007,0.012,0.073,0.009,0.015,0.561,0.003,0.037,3.2,50.5,0.8,17.1,0.15,1.9,26.1,3.4,53.5,0.6,13.0,0.31,2.1,26.5
г6838638<?;,23.0,71.85,30.1833333,71.85,2.7893353,0.3102308,0.121688,0.18254,0.132987,0.0348881,1579.0,1630.0,11.9091938,12372.3909442,112.7,1.0,28.066,0.111,0.05,0.311,0.05,0.02,0.044235,0.127,0.282,0.212,6224.0,0.001,0.543,0.323,0.095,0.625,0.006,0.006,0.07,0.007,0.017,0.467,0.003,0.003,0.004,0.773,0.0004,0.427,0.096,0.794,0.005,0.009,0.071,0.009,0.009,0.575,0.004,0.034,3.7,55.1,0.8,19.1,0.14,2.4,23.4,4.4,51.5,0.6,9.3,0.14,2.5,20.6
г6838638<?=,38.0,46.3833333,26.65,46.3833333,2.7352941,0.294881,0.15211,0.198666,0.172278,0.0392314,1553.0,1590.0,11.5664391,12495.3095685,115.2,1.0,17.883,0.1699999999999999,0.05,0.286,0.038,0.02,0.0496599999999999,0.18,0.306,0.265,5550.0,0.002,0.518,0.294,0.115,0.616,0.008,0.01,0.075,0.006,0.022,0.425,0.002,0.002,0.003,0.765,0.0004,0.421,0.115,0.789,0.007,0.012,0.075,0.007,0.015,0.558,0.003,0.036,3.5,53.8,0.6,15.2,0.15,2.1,25.1,3.2,53.8,0.9,12.6,0.21,2.1,25.8
г6838638<??,53.0,40.7166667,21.1833333,40.7166667,3.6971522,0.3053896,0.168756,0.172749,0.182423,0.0391461,1544.0,1578.0,12.8401965,13227.3800157,115.6,1.0,17.427,0.268,0.05,0.297,0.039,0.02,0.049552,0.206,0.265,0.294,4670.0,0.001,0.504,0.278,0.085,0.631,0.006,0.011,0.062,0.007,0.02,0.41,0.002,0.002,0.003,0.761,0.0002,0.419,0.087,0.79,0.005,0.012,0.064,0.008,0.015,0.557,0.003,0.036,3.5,51.2,0.6,14.4,0.37,1.9,26.4,3.1,55.1,0.8,11.8,0.2,2.1,27.2
г6838638=66,21.0,43.7166667,22.8166667,43.7166667,3.504645,0.3429228,0.167608,0.186879,0.187555,0.0400032,1554.0,1574.0,11.5656484,12935.2812272,115.5,1.0,16.722,0.186,0.05,0.343,0.061,0.02,0.050637,0.208,0.287,0.292,4919.0,0.002,0.439,0.273,0.095,0.612,0.006,0.01,0.065,0.007,0.023,0.384,0.001,0.002,0.003,0.796,0.0002,0.424,0.094,0.805,0.005,0.012,0.066,0.008,0.013,0.59,0.003,0.037,3.5,48.3,1.2,14.0,0.58,2.0,24.6,4.3,51.8,0.3,15.8,0.15,2.1,25.6
г6838638=67,11.0,48.7,19.3166667,48.7,2.8195876,0.2669954,0.161294,0.14478,0.155757,0.0406597,1579.0,1577.0,17.6217659,13017.7739431,118.0,1.0,28.606,0.085,0.05,0.252,0.04,0.02,0.051468,0.177,0.222,0.281,4191.0,0.002,0.583,0.284,0.081,0.662,0.006,0.009,0.06,0.007,0.018,0.446,0.002,0.003,0.003,0.765,0.0002,0.415,0.081,0.789,0.005,0.011,0.061,0.008,0.014,0.558,0.003,0.037,3.9,55.1,0.3,15.1,0.1,2.2,25.6,3.9,54.9,0.5,14.7,0.12,2.1,26.1
г6838638=68,14.0,49.2166667,22.85,49.2166667,2.8060942,0.2817312,0.153832,0.132811,0.162415,0.0396604,1561.0,1577.0,11.0741335,13160.6126915,114.6,1.0,18.017,0.201,0.05,0.272,0.067,0.02,0.050203,0.192,0.203,0.268,5012.0,0.002,0.554,0.289,0.097,0.663,0.006,0.011,0.073,0.007,0.019,0.428,0.002,0.003,0.003,0.776,0.0001,0.418,0.097,0.781,0.006,0.012,0.074,0.008,0.014,0.558,0.003,0.037,3.6,50.2,0.4,15.4,0.18,2.0,25.5,3.5,55.1,0.5,13.0,0.15,2.1,26.2
г6838638=69,5.0,71.0333333,21.2833333,71.0333333,2.5602985,0.5743744,0.123984,0.149967,0.190118,0.0376601,1632.0,1599.0,11.3279212,12708.5356304,108.7,1.0,26.822,0.29,0.05,0.638,0.04,0.02,0.047671,0.227,0.229,0.216,4508.0,0.001,0.28,0.308,0.134,0.642,0.009,0.006,0.094,0.006,0.018,0.393,0.002,0.004,0.003,0.767,0.0002,0.419,0.135,0.797,0.009,0.009,0.094,0.008,0.012,0.563,0.003,0.039,4.1,48.8,0.6,20.3,0.4,1.9,25.3,3.7,51.5,0.4,11.6,0.13,2.1,25.0
